"Player","nfl_Season","nfl_Tm","nfl_Age","nfl_Pos","nfl_G","nfl_Rushing GS","nfl_Rushing Att","nfl_Rushing Yds","nfl_Rushing TD","nfl_Rushing Lng","nfl_Rushing Y/A","nfl_Rushing Y/G","nfl_Rushing Fmb","nfl_GS","nfl_Tgt","nfl_Rec","nfl_Ctch%","nfl_Yds","nfl_Y/R","nfl_TD","nfl_Lng","nfl_Y/Tgt","nfl_R/G","nfl_Y/G","nfl_Fmb","cfb_Season","cfb_School","cfb_Conf","cfb_Att","cfb_ReceivingAvg","cfb_Senior_G","cfb_Junior_G","cfb_Sophomore_G","cfb_Freshman_G","cfb_RS_Freshman_G","cfb_Senior_Att","cfb_Junior_Att","cfb_Sophomore_Att","cfb_Freshman_Att","cfb_RS_Freshman_Att","cfb_Senior_RushingYds","cfb_Junior_RushingYds","cfb_Sophomore_RushingYds","cfb_Freshman_RushingYds","cfb_RS_Freshman_RushingYds","cfb_Senior_RushingAvg","cfb_Junior_RushingAvg","cfb_Sophomore_RushingAvg","cfb_Freshman_RushingAvg","cfb_RS_Freshman_RushingAvg","cfb_Senior_RushingTD","cfb_Junior_RushingTD","cfb_Sophomore_RushingTD","cfb_Freshman_RushingTD","cfb_RS_Freshman_RushingTD","cfb_Senior_Rec","cfb_Junior_Rec","cfb_Sophomore_Rec","cfb_Freshman_Rec","cfb_RS_Freshman_Rec","cfb_Senior_ReceivingYds","cfb_Junior_ReceivingYds","cfb_Sophomore_ReceivingYds","cfb_Freshman_ReceivingYds","cfb_RS_Freshman_ReceivingYds","cfb_Senior_ReceivingTD","cfb_Junior_ReceivingTD","cfb_Sophomore_ReceivingTD","cfb_Freshman_ReceivingTD","cfb_RS_Freshman_ReceivingTD","cfb_Senior_ScrimmagePlays","cfb_Junior_ScrimmagePlays","cfb_Sophomore_ScrimmagePlays","cfb_Freshman_ScrimmagePlays","cfb_RS_Freshman_ScrimmagePlays","cfb_Senior_ScrimmageYds","cfb_Junior_ScrimmageYds","cfb_Sophomore_ScrimmageYds","cfb_Freshman_ScrimmageYds","cfb_RS_Freshman_ScrimmageYds","cfb_Senior_ScrimmageAvg","cfb_Junior_ScrimmageAvg","cfb_Sophomore_ScrimmageAvg","cfb_Freshman_ScrimmageAvg","cfb_RS_Freshman_ScrimmageAvg","cfb_Senior_ScrimmageTD","cfb_Junior_ScrimmageTD","cfb_Sophomore_ScrimmageTD","cfb_Freshman_ScrimmageTD","cfb_RS_Freshman_ScrimmageTD","combine_Year","combine_Pos","combine_Age","combine_AV","combine_School","combine_College","combine_Height","combine_Wt","combine_40YD","combine_Vertical","combine_BenchReps","combine_Broad Jump","combine_3Cone","combine_Shuttle","combine_Drafted (tm/rnd/yr)"
"Stephen Anderson",2016,"HOU","23",NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,"0","16","11","68.8%","93","8.5","1","14","5.8","0.8","7.2","0",2015,"California","Pac-12","0","11.6","12","10",NA,NA,NA,"0","0",NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,"41","46",NA,NA,NA,"474","661",NA,NA,NA,"2","5",NA,NA,NA,"41","46",NA,NA,NA,"474","661",NA,NA,NA,"11.6","14.4",NA,NA,NA,"2","5",NA,NA,NA,2016,"TE",NA,NA,"California","College Stats","2-Jun",230,4.59,38,16,119,NA,NA,NA
"Sterling Shepard",2016,"NYG","23","WR","16","16","3","31","0","22","10.3","1.9","0","16","105","65","61.9%","683","10.5","8","32","6.5","4.1","42.7","0",2015,"Oklahoma","Big 12","1","15","13","11","12","13",NA,"1","8","6","2",NA,"5","41","44","19",NA,"5","5.1","7.3","9.5",NA,"0","0","1","0",NA,"86","51","51","45",NA,"1288","970","603","621",NA,"11","5","7","3",NA,"87","59","57","47",NA,"1293","1011","647","640",NA,"14.9","17.1","11.4","13.6",NA,"11","5","8","3",NA,2016,"WR",23,17,"Oklahoma","College Stats","10-May",194,4.48,41,20,123,7,4.35,"New York Giants / 2nd / 40th pick /<U+00A0>2016"
"Stevan Ridley",2014,"NWE","25","rb","6","5","94","340","2","43","3.6","56.7","0","5","5","4","80.00%","20","5","0","7","4","0.7","3.3","0",2010,"LSU","SEC","249","5.5","13",NA,NA,NA,NA,"249",NA,NA,NA,NA,"1147",NA,NA,NA,NA,"4.6",NA,NA,NA,NA,"15",NA,NA,NA,NA,"11",NA,NA,NA,NA,"61",NA,NA,NA,NA,"0",NA,NA,NA,NA,"260",NA,NA,NA,NA,"1208",NA,NA,NA,NA,"4.6",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steve Johnson",2014,"SFO","28","wr","13",NA,NA,NA,NA,NA,NA,NA,NA,"1","50","35","70.00%","435","12.4","3","32","8.7","2.7","33.5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steve Smith",2014,"BAL","35","WR","16",NA,NA,NA,NA,NA,NA,NA,NA,"16","134","79","59.00%","1065","13.5","6","80","7.9","4.9","66.6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steve Weatherford",2014,"NYG","32","P","16","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steven Jackson",2014,"ATL","31","RB","15","15","190","707","6","55","3.7","47.1","0","15","27","20","74.10%","148","7.4","0","17","5.5","1.3","9.9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Storm Johnson",2014,"JAX","22","rb","6","1","29","86","2","20","3","14.3","0","1","1","1","100.00%","-4","-4","0","-4","-4","0.2","-0.7","0",2013,"UCF","American","213","8.7","13","13",NA,NA,NA,"213","113",NA,NA,NA,"1139","507",NA,NA,NA,"5.3","4.5",NA,NA,NA,"14","4",NA,NA,NA,"30","10",NA,NA,NA,"260","20",NA,NA,NA,"3","0",NA,NA,NA,"243","123",NA,NA,NA,"1399","527",NA,NA,NA,"5.8","4.3",NA,NA,NA,"17","4",NA,NA,NA,2014,"RB",21,0,"Central Florida","College Stats","Jun-00",209,4.6,35.5,16,118,NA,NA,"Jacksonville Jaguars / 7th / 222nd pick /<U+00A0>2014"
"T.J. Graham",2014,"NYJ","25",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"0","8","3","37.50%","87","29","1","67","10.9","0.3","7.3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T.J. Jones",2015,"DET","23",NA,"10","0","1","-3","0","-3","-3","-0.3","2","0","18","10","55.6%","132","13.2","1","29","7.3","1","13.2","2",2013,"Notre Dame","Ind","9","15.8","13","13",NA,NA,NA,"9","1",NA,NA,NA,"67","8",NA,NA,NA,"7.4","8",NA,NA,NA,"2","0",NA,NA,NA,"70","50",NA,NA,NA,"1108","649",NA,NA,NA,"9","4",NA,NA,NA,"79","51",NA,NA,NA,"1175","657",NA,NA,NA,"14.9","12.9",NA,NA,NA,"11","4",NA,NA,NA,2014,"WR",21,NA,"Notre Dame","College Stats","Jun-00",188,4.46,33,NA,119,6.82,4.27,NA
"T.J. Logan",2018,"ARI","24",NA,"10","0","2","2","0","5","1","0.2","0","0","7","7","100.00%","37","5.3","0","17","5.3","0.7","3.7","0",2016,"North Carolina","ACC","120","8.4","13","13","9",NA,NA,"120","119","93",NA,NA,"650","582","533",NA,NA,"5.4","4.9","5.7",NA,NA,"7","3","4",NA,NA,"29","26","10",NA,NA,"244","144","124",NA,NA,"3","0","0",NA,NA,"149","145","103",NA,NA,"894","726","657",NA,NA,"6","5","6.4",NA,NA,"10","3","4",NA,NA,2017,"RB",22,0,"North Carolina","College Stats","9-May",196,4.37,33.5,17,121,NA,NA,"Arizona Cardinals / 5th / 179th pick /<U+00A0>2017"
"T.J. Yates",2015,"HOU","28","qb","4","2","6","0","0","7","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T.J. Yeldon",2015,"JAX","22","RB","12","12","182","740","2","45","4.1","61.7","0","12","46","36","78.3%","279","7.8","1","67","6.1","3","23.3","0",2014,"Alabama","SEC","194","12","13","12","14",NA,NA,"194","207","175",NA,NA,"979","1235","1108",NA,NA,"5","6","6.3",NA,NA,"11","14","12",NA,NA,"15","20","11",NA,NA,"180","183","131",NA,NA,"1","0","1",NA,NA,"209","227","186",NA,NA,"1159","1418","1239",NA,NA,"5.5","6.2","6.7",NA,NA,"12","14","13",NA,NA,2015,"RB",21,20,"Alabama","College Stats","1-Jun",226,4.61,36,22,117,7.19,4.22,"Jacksonville Jaguars / 2nd / 36th pick / 2015"
"T.Y. Hilton",2014,"IND","25","WR","15","15","2","20","0","15","10","1.3","3","15","131","82","62.60%","1345","16.4","7","73","10.3","5.5","89.7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taiwan Jones",2015,"OAK","27",NA,"12","0","16","74","0","19","4.6","6.2","2","0","9","7","77.8%","106","15.1","1","59","11.8","0.6","8.8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajae Sharpe",2016,"TEN","22","WR","16","10","1","1","0","1","1","0.1","0","10","83","41","49.4%","522","12.7","2","34","6.3","2.6","32.6","0",2015,"Massachusetts","MAC","1","11.9","12","12","12",NA,NA,"1","3","0",NA,NA,"-3","14","0",NA,NA,"-3","4.7",NA,NA,NA,"0","0","0",NA,NA,"111","85","61",NA,NA,"1319","1281","680",NA,NA,"5","7","4",NA,NA,"112","88","61",NA,NA,"1316","1295","680",NA,NA,"11.8","14.7","11.1",NA,NA,"5","7","4",NA,NA,2016,"WR",21,8,"Massachusetts","College Stats","2-Jun",194,4.55,33.5,11,114,NA,NA,"Tennessee Titans / 5th / 140th pick /<U+00A0>2016"
"Tanner Gentry",2017,"CHI","23","wr","4",NA,NA,NA,NA,NA,NA,NA,NA,"3","6","3","50.0%","35","11.7","0","15","5.8","0.8","8.8","0",2016,"Wyoming","MWC","6","18.4","14","7","12","9",NA,"6","5","2","0",NA,"30","48","3","0",NA,"5","9.6","1.5",NA,NA,"0","0","0","0",NA,"72","37","32","39",NA,"1326","678","435","376",NA,"14","4","2","0",NA,"78","42","34","39",NA,"1356","726","438","376",NA,"17.4","17.3","12.9","9.6",NA,"14","4","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tanner McEvoy",2016,"SEA","23",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,"0","11","9","81.8%","140","15.6","2","42","12.7","0.6","10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taquan Mizzell",2018,"CHI","25","wr","9","1","9","16","0","7","1.8","1.8","0","1","10","8","80.00%","78","9.8","1","26","7.8","0.9","8.7","0",2016,"Virginia","ACC","187","7.8","12","12","12","10",NA,"187","164","64","45",NA,"940","664","280","184",NA,"5","4","4.4","4.1",NA,"5","4","2","1",NA,"52","75","39","29",NA,"404","721","271","164",NA,"2","4","0","1",NA,"239","239","103","74",NA,"1344","1385","551","348",NA,"5.6","5.8","5.3","4.7",NA,"7","8","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tarik Cohen",2017,"CHI","22","rb/wr","16","4","87","370","2","46","4.3","23.1","3","4","71","53","74.6%","353","6.7","1","70","5","3.3","22.1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"RB",21,16,"North Carolina A&T",NA,"6-May",179,4.42,31.5,11,118,NA,NA,"Chicago Bears / 4th / 119th pick /<U+00A0>2017"
"Tarvaris Jackson",2015,"SEA","32",NA,"4","0","8","-8","0","-1","-1","-2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tauren Poole",2014,"3TM","25",NA,"3","0","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Tennessee","SEC","187","7.8","12","13",NA,NA,NA,"187","204",NA,NA,NA,"693","1034",NA,NA,NA,"3.7","5.1",NA,NA,NA,"5","11",NA,NA,NA,"21","22",NA,NA,NA,"164","171",NA,NA,NA,"0","1",NA,NA,NA,"208","226",NA,NA,NA,"857","1205",NA,NA,NA,"4.1","5.3",NA,NA,NA,"5","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tavarres King",2014,"2TM","24",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"0","3","2","66.70%","13","6.5","0","7","4.3","1","6.5","0",2012,"Georgia","SEC","1","22.6","14",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"42",NA,NA,NA,NA,"950",NA,NA,NA,NA,"9",NA,NA,NA,NA,"43",NA,NA,NA,NA,"950",NA,NA,NA,NA,"22.1",NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tavon Austin",2014,"STL","24","WR","15","8","36","224","2","19","6.2","14.9","5","8","44","31","70.50%","242","7.8","0","28","5.5","2.1","16.1","5",2012,"West Virginia","Big 12","72","11.3","13",NA,NA,NA,NA,"72",NA,NA,NA,NA,"643",NA,NA,NA,NA,"8.9",NA,NA,NA,NA,"3",NA,NA,NA,NA,"114",NA,NA,NA,NA,"1289",NA,NA,NA,NA,"12",NA,NA,NA,NA,"186",NA,NA,NA,NA,"1932",NA,NA,NA,NA,"10.4",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tavon Wilson",2018,"DET","28","db/s/ss","15","3","1","7","0","7","7","0.5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor Decker",2018,"DET","25","T","16",NA,NA,NA,NA,NA,NA,NA,NA,"16","1","1","100.00%","11","11","1","11","11","0.1","0.7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor Gabriel",2014,"CLE","23","wr","16","2","4","10","0","8","2.5","0.6","0","2","72","36","50.00%","621","17.3","1","70","8.6","2.3","38.8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor Heinicke",2017,"HOU","24",NA,"1","0","1","2","0","2","2","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Old Dominion","CUSA","80","2","12",NA,NA,NA,NA,"80",NA,NA,NA,NA,"139",NA,NA,NA,NA,"1.7",NA,NA,NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"0",NA,NA,NA,NA,"81",NA,NA,NA,NA,"141",NA,NA,NA,NA,"1.7",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor Lewan",2016,"TEN","25","LT","16",NA,NA,NA,NA,NA,NA,NA,NA,"16","1","1","100.0%","10","10","1","10","10","0.1","0.6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor Thompson",2014,"TEN","25","te","3",NA,NA,NA,NA,NA,NA,NA,NA,"1","4","2","50.00%","24","12","0","13","6","0.7","8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taysom Hill",2018,"NOR","28","te/wr","16","4","37","196","2","35","5.3","12.3","1","4","7","3","42.90%","4","1.3","0","5","0.6","0.2","0.3","1",2016,"Brigham Young","Ind","137",NA,"12","5","13",NA,NA,"137","87","246",NA,NA,"603","460","1344",NA,NA,"4.4","5.3","5.5",NA,NA,"8","8","10",NA,NA,"0","0","0",NA,NA,"0","0","0",NA,NA,"0","0","0",NA,NA,"137","87","246",NA,NA,"603","460","1344",NA,NA,"4.4","5.3","5.5",NA,NA,"8","8","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taywan Taylor",2017,"TEN","22","wr","16","4","8","43","0","17","5.4","2.7","0","4","28","16","57.1%","231","14.4","1","53","8.3","1","14.4","0",2016,"Western Kentucky","CUSA","6","17.7","14","14","12","10",NA,"6","7","1","0",NA,"36","2","11","0",NA,"6","0.3","11",NA,NA,"0","0","0","0",NA,"98","86","45","24",NA,"1730","1467","767","270",NA,"17","17","7","0",NA,"104","93","46","24",NA,"1766","1469","778","270",NA,"17","15.8","16.9","11.3",NA,"17","17","7","0",NA,2017,"WR",22,6,"Western Kentucky","College Stats","11-May",203,4.5,33.5,13,132,6.57,4.21,"Tennessee Titans / 3rd / 72nd pick /<U+00A0>2017"
"Ted Ginn",2014,"ARI","29",NA,"16","0","3","6","0","4","2","0.4","3","0","26","14","53.80%","190","13.6","0","27","7.3","0.9","11.9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teddy Bridgewater",2014,"MIN","22","QB","13","12","47","209","1","16","4.4","16.1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Louisville","Big East","89",NA,"13",NA,NA,NA,NA,"89",NA,NA,NA,NA,"66",NA,NA,NA,NA,"0.7",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89",NA,NA,NA,NA,"66",NA,NA,NA,NA,"0.7",NA,NA,NA,NA,"4",NA,NA,NA,NA,2014,"QB",21,23,"Louisville","College Stats","2-Jun",214,NA,30,NA,113,7.17,4.2,"Minnesota Vikings / 1st / 32nd pick /<U+00A0>2014"
"Terrance West",2014,"CLE","23","rb","14","6","171","673","4","36","3.9","48.1","2","6","13","11","84.60%","64","5.8","1","11","4.9","0.8","4.6","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"RB",23,12,"Towson",NA,"9-May",225,4.56,33.5,16,120,NA,NA,"Cleveland Browns / 3rd / 94th pick /<U+00A0>2014"
"Terrance Williams",2014,"DAL","25","WR","16",NA,NA,NA,NA,NA,NA,NA,NA,"16","66","37","56.10%","621","16.8","8","51","9.4","2.3","38.8","0",2012,"Baylor","Big 12","2","18.9","13",NA,NA,NA,NA,"2",NA,NA,NA,NA,"14",NA,NA,NA,NA,"7",NA,NA,NA,NA,"0",NA,NA,NA,NA,"97",NA,NA,NA,NA,"1832",NA,NA,NA,NA,"12",NA,NA,NA,NA,"99",NA,NA,NA,NA,"1846",NA,NA,NA,NA,"18.6",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terrell Watson",2016,"PHI","23",NA,"1","0","9","28","1","8","3.1","28","0","0","1","1","100.0%","5","5","0","5","5","1","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terrelle Pryor",2015,"CLE","26","wr","3","2","1","-1","0","-1","-1","-0.3","0","2","8","1","12.5%","42","42","0","42","5.3","0.3","14","0",2010,"Ohio State","Big Ten","135","9.5","13","13",NA,NA,NA,"135","162",NA,NA,NA,"754","779",NA,NA,NA,"5.6","4.8",NA,NA,NA,"4","7",NA,NA,NA,"2",NA,NA,NA,NA,"19",NA,NA,NA,NA,"1",NA,NA,NA,NA,"137","162",NA,NA,NA,"773","779",NA,NA,NA,"5.6","4.8",NA,NA,NA,"5","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
